,Text,Biased
854,"haim israel, head of thematic investing at bank of america global research, discusses the rise of 'zillenials,' or gen z, and how that might affect the investment community. gen z -- the group born between about 1996 and 2016 -- is  https://t.co/8rccfnnjce https://t.co/yaten4r1b3",0
855,"today is nakba day. 72 years ago 750,000 palestinians were expelled by zionist militias as the state of israel was established. now, over 7 million palestinian refugees are displaced. israel continues the displacement and violation of international law today. https://t.co/nmmlzcesa7",0
856,"inbox: president-elect joe biden took part in separate congratulatory calls today with leaders in chile, india, israel, and south africa",0
857,"after restrictions, hundreds of anti-netanyahu protests held across israel  https://t.co/eaobrmrcg5",0
858,team trump deserves congratulations on uae-israel peace deal https://t.co/7fw8rows40,0
859,"there are approximately 17% of children orphaned due to the wars of israel, and this is about 20 thousands orphaned children. https://t.co/dsgdzl0yl2",0
860,"rt @theyregunnapod: imagine being weepy and patriotic about australia, the south african israel of south east asia",1
861,"i could keep going because there are more examples, but i think the point is made. the idea israel is some european colony is a lie spread by haters seeking to delegitimise the jewish state

so now *you* know not to believe the lies

shabbat shalom everyone -have a great weekend",0
862,"thank you, my dear friend @netanyahu and the wonderful people of israel for the independence day wishes. 

@israelipm�s special affection towards india is clearly visible. india is proud of its increasingly robust ties with israel. https://t.co/dsufh1o2fs",0
863,"""this deal came together as a result of negotiations between israel and the united arab emirates, facilitated and led by the united states,"" jared kushner writes. 

a strategic policy shift by president trump three and a half years ago laid the foundation. https://t.co/sebqd7izox",0
864,"israel is a cancerous tumor that must be eradicated

????? ?? ??? ?? ???? ??? #qudsday ? #palestine ??????? ?? ???? ?? ????? ??? ?????
??? ??????? ??? ????? ???? ?? ",1
865,it�s insane how the news of israel bombing gaza barely makes it to the newspapers. it�s so normalized and palestinian lives are so dehumanized by the west that they don�t even believe it�s relevant news,0
866,"rt @robbiekimmy444: this palestinian old man is older than ""israel"". his smile is a 100 years-old https://t.co/reypqv1d5d",0
867,rt @syednabilll_: retweet if you agree that israel isn't a country,1
868,"jordanian tv host omar ayasra: the holocaust is a story used by israel to extort the west, get sympathy; visiting auschwitz helps israel survive https://t.co/rm0qgrkqmr",0
869,israel releases jerusalem governor https://t.co/9ypyfstypb,0
870,"@quiky420 @smythe_johan @drhananashrawi no of course israel isn�t racist and an apartheid state ??. it doesn�t imprison children , bulldoze palestine homes and farms , shoot at fishermen, kill paramedics, or steal land in area c for israeli settlements ( illegal under int law) does it ?? #group4palestine #freepalestine https://t.co/juqgs7scz0",1
871,nowplaying israel new breed - who is like the lord :: tune in: https://t.co/srt7cxxklf,0
872,"us, brazil, sri lanka, israel thanks our honourable pm @narendramodi ji for providing medical aid amid covid-19 crisis.

india has emerged as a ray of hope at the global stage.

proud moment for every indian 
?????? ?????????? ??????
#worldlovesmodi
 https://t.co/eooe1xpbdt",0
873,"""to pretend that the uae struck the peace deal with israel in order to help the palestinians achieve their goals is rank hypocrisy"" https://t.co/jnqw6bxden",0
874,"@teamtrump @jaredkushner @realdonaldtrump what a joke. this is like declaring ""peace"" between the us and canada. israel and the uae have never been engaged in armed conflict of any kind. this is a sham",0
875,rt @bbcbreaking: israel to bring in 14-day quarantine for everyone arriving in the country to combat coronavirus https://t.co/5ogv2fs65d,0
876,israel has been bombing gaza for 8 consecutive nights! the silence from the media and  international community is shameful #gazaunderattack,0
877,"now that we have celebrated easter, where do you go with jesus?  why not come learn about israel for bible study?  check out short videos about the places and people of the holy land to grow in your faith in jesus.

#bible #israel #holyland #growth #faith

https://t.co/5md5kwmvnk",0
878,rt @zaynmalik: @ufc #ufc253 go on israel show the world ,0
879,"if ?@barackobama? can win the noble peace prize for doing �absolutely nothing,� there is no way ?@realdonaldtrump? should not win the nomination for nobel peace prize by norwegian official, citing israel-uae peace deal. ?@cnn? ?#peace  https://t.co/ll8gw2biuk",0
880,"rt @bleacherreport: israel adesanya defeats paulo costa via tko to retain the middleweight championship ??

#ufc253 https://t.co/yewz6oemx5",0
881,"source: israel bans gaza imports except food, medicine https://t.co/3mqdisfef6",0
882,@drhananashrawi shameful they do all they can to shield israel from being held accountable for human rights abuses of palestinians,0
883,"the tennesseans i seek to represent in the senate stand with israel � and tennesseans know that, as their senator, i will support israel. read my oped in the @timesofisrael ? https://t.co/qetrguenpx",0
884,"may,1954.. #cyprus national football team in israel. /mayis ,1954..#kibris milli futbol takimi israil'de bir karsilasma oncesi! #oncewewereunited #birzamanlarbirlesiktik https://t.co/gralfkpsqj",0
885,"�our stance is very clear from day one and quaid-i-azam muhammad ali jinnah had said pakistan can never accept state of israel until the people of palestine get rights and state
#pakistanreject_israel
@mahasyed22",1
886,rt @morgfair: israel imposes second nationwide covid-19 lockdown as cases surge https://t.co/yvvorm3bkx,0
887,"china, any middle eastern country outside of israel, and north korea would like to have a word with you. also there�s a lot more violent disturbed people in the west than you�d think. derek chauvier being exhibit a",0
888,"recognizing israel is tantamount to mass suicide. palestine is one of the red zones of the muslim ummah. it is not just a piece of land, it is a piece of the heart of the islamic world as it is the first qiblah of muslims.
#allforpalestine https://t.co/zzosokaz6z",1
889,rt @news_maker: defense officials: iran pulling out of syria as israel pummels its forces there https://t.co/jafxgu4jqo,0
890,"a cautionary tale from israel.

two of the most important points:

?? cases in young people matter - the virus doesn't stay in younger age groups.

?? hospitals will fill up eventually if the virus is allowed to spread - that's how exponential growth works",0
891,israel bombed a un property in gaza last night but @nmladenov and unsg @antonioguterres are probably popping champagne bottles to celebrate uae-israel normalization,0
892,rt @barakravid: breaking: netanyahu: everyone who enters israel from abroad will have to be in self quarantine for 14 days,0
893,"it has to be said that the us and israel, by achieving israel�s normalization with this moroccan despot, were able to get the support of someone whose popularity among arabs was not achieved since nasser and saladin. https://t.co/sr0nbm5cdb",0
894,"in less than 2 minutes kamala harris says �we must stand with israel� 3 times. also adds: �i support us commitment to provide israel with 38 billion dollars in military assistance.�

she�s a zionist and i�m surprised to see muslims celebrating her victory.
https://t.co/tf6l4tx05p",0
895,"$500,000,000 for israel
$2 billion for air force missile procurement and related expenses
$4 billion for navy weapons procurement
$2 billion for space force
135 million to burma
85.5 million to cambodia
1.4 billion for the asia reassurance initiative act (what ever that is)",0
896,"@oxforddiplomat after the war, britain and the us decided to give palestinian land to zionists settlers, they did it, so they could loot the me, under the guise, they were protecting israel",0
897,"@realdonaldtrump no, they�re losing jobs because you unleashed a deadly pandemic on america, one the u.s. warned israel about in november and you were calling a hoex in march, you lying, racist, grim reaping, son of a klansman",0
898,"on july 1st, israel's prime minister is set to expand israel into much of palestine, but the @eucouncil @josepborrellf @heikomaas @francediplo can make them think twice. let's call on them to do so! #palestinemustlive #stopannexation https://t.co/svkmgw5lwk",0
899,"86 days of hunger strike for maher al-akhras, a palestinian imprisoned by israel without charge or trial.

israel holds 300+ palestinians in administrative detention, where a military commander can ""hold detainees indefinitely based on secret information""

https://t.co/c9kdnnfts0",0
900,"us president-elect joe biden held his first talks since his victory with the prime ministers of israel and india, allies of donald trump. https://t.co/izbe2km7pq",0
901,"breaking: keep the constitutional crisis in israel coming! ag just asked high court to overturn immunity from indictment for top likud mk haim katz which knesset gave him in february. this, just as likud is accusing ag of overstepping+judges accuse likud of breaking rule of law",0
902,@draftexpress do you see cade cunningham and other top recruits going to europe or australia or israel with how bad the us situation is right now,0
903,"i�m pharmacist bassey victor israel, the head of the medical team #endsars protest in ph &amp; my offence was giving medical assistance to people during the protest

godwin emefiele how does this look like someone sponsoring terrorism?

i committed no crime, unfreeze my bank accounts https://t.co/dutozwiezd",0
904,"texas travelers� israel godina (@israel_godina27) starting the game out hot with 6k through 4 ip.

socorro (tx) 2022 #uncommitted https://t.co/5iovwtalcg",0
905,"the deadly trade goes both ways: in 2017, for example, belgium transferred to israel ""computers used in bombing, guns and gun control systems for weapons."" https://t.co/gnjqmpf9cj",0
906,@maziobieze @spectatorindex israel bombed hezbollah missile test sites in beirut. this was netanyahu in 2018 https://t.co/wtovj0kox4,1
907,"lionel richie ""can't wait"" to come to israel for the first time! https://t.co/t7wjrfk89a",0
908,"@realdonaldtrump president trump 
as long as you're putting pressure on all arab leaders to normalize relations with israel. why cant you pressure israel to lift the siege on gaza",0
909,"shock poll: 79% of saudis see pathway to peace with israel, large majorities of arabs in region see normalization deals coming https://t.co/zgotk1gabj",0
910,"israel reopens some businesses, eyes schools as coronavirus curbs ease https://t.co/gp1mgly6xw #news",0
911,saudi fm says no ties with israel until peace with palestinians https://t.co/ymna20uuzb,0
912,"rt @sdgmasterglass: palestinian leader mahmoud abbas suspends relations with the us, israel

https://t.co/3zudnlagvv",0
913,"rt @haaretzcom: israel-egypt gas pipeline blown up, reports say https://t.co/6vgy8t0gbw",0
914,just posted a photo @ israel https://t.co/saxhefgyfb,0
915,israel too espcially under our worst prime minister ever bibi netanyahu - facing three severe indictments: bribery etc,0
916,rt @susanrosepower: uk criticised for 'lacklustre' response to israel west bank plans https://t.co/1pm4um2gug,0
917,then why was pompeo in israel and who did he meet with,0
918,"corporate mercenaries, oil and gas shills, spooks, pro-israel flacks, influence peddlers, bundlers, billionaires, weapons contractors, pharma lobbyists, union-busters, health insurance industry execs, bank directors�a real who�s who of everything rotten in the democratic party",0
919,"huge: ???? sudan to make peace with ???? israel.

same country that was allied with iran &amp; hamas, and which in 1967 hosted the arab league summit that declared the khartoum three no's: �no peace with israel, no recognition of israel, no negotiations with it.�

https://t.co/g4wto2nzcd",0
920,"congratulations mr president!  trump nominated for nobel peace prize by norwegian official, citing israel-uae peace deal #maga ?@realdonaldtrump? #americafirst

https://t.co/xrbsou3gs8",0
921,"he�s right. makes you wonder what the other dc �experts� have been doing for the last 50 years. 

kushner hails israel-uae peace deal as 'paradigm shift' for middle east. https://t.co/mj3hyzqzzn",0
922,"@hsajwanization @israel there is no israel there is palestine! 

????f r e e  p a l e s t i n e???? 

#freepalestine?????? https://t.co/sumpqninq6",1
923,@jakehepple1 why don't ben cohen and jerry greenfield advocate for israel to let in all these 'refugees,1
924,"netanyahu threatens to assassinate palestinian resistance leaders in gaza, because bloodshed &amp; killing is all israel knows #inhumanisrael https://t.co/n1qja1bair",1
925,"nothing suspicious about this! the cold war spy johnathan pollard who spent 30 years in prison lands in israel greeted by ben netanyahu. 

i don�t need another person telling me to wait for judgement on netanyahu. he�s seriously a danger to the us and to israel",0
926,"war minister benny gantz visited the f-35 adir squadron today and warned that israel has �the ability to operate at any range and with unprecedented operational readiness"" 

source: (@aahronheim)

note: this is a threat directed to iran more than it is for hezbullah. (edit) https://t.co/h89vui2jp2",0
927,@mysticfook i've always been really critical of israel. if he can beat romero then he really got my respect,0
928,i fear any steps taken by israel to unilaterally annex land in the west bank will result in long-term costs to israel�s national security and diplomatic relationships. i�m calling on pm netanyahu to preserve the possibility of a two-state solution by not annexing these lands. https://t.co/2m5x2wr70b,0
929,"in wake of israel-uae agreement, ankara hosts hamas, as it has done in past, in high level meeting as if hamas is head of the palestinian government, big delegation and meeting, clearly showing ankara seeks this image to counter uae-israel discussions; on eve of @secpompeo visit https://t.co/0ojamfkupn",0
930,"@nahbabynah @cherieathan israel is our ally.
palestinian is no loss they need us more than we need them. they should feel honored to have us as a friend but instead they want to play politics to save face with their people",0
931,"fox news� harris faulkner: �ground moving move today� with israel and sudan agreeing to normalize relations
 https://t.co/3gawpffslp",0
932,"my bro is missing, his name is israel oghagha ukpedor...he just graduated from the university of benin from the department of social work...he has been missing since sunday evening on his way to his house at sapele road...pls if found or seen anywhere please call 08134245661 https://t.co/rxfeaopsjl",0
933,"rt @inbarcohen13: shavua tov from israel ????
may god bless our soldiers ?

photo: elsa merran https://t.co/eranodqcfx",0
934,"western sources:
iran sent a message to us, through a 3rd party, offering  peace negotiations with israel, that could include iraq and lebanon

iran's suggestion: lifting of sanctions in exchange of recognition of pre-1967 israel

no response from us to iran yet, as per sources",0
935,"the headline says it all.

iran, turkey, ben rhodes, tlaib united in criticism of uae-israel deal - the jerusalem post https://t.co/ruf4hhknan",0
936,"good question
so here it is again
joan ryan being bribed with a million fckn quid by israel, to bring down a british mp
johnson brushed this under the carpet, &amp; starmer denies it's existence
#istandwithjeremycorbyn
 https://t.co/74thnsjkap https://t.co/knllciorzu",1
937,and what's with all those meetings in the middle east between pompeo and israel and saudi arabia? probably discussing which country he's going to flee to because he knows he's going downnnnnnnn,0
938,"�life goes on� - itunes

#1. bahrain
#1. finland 
#1. romania
#1. ecuador 
#1. czech republic  
#1. kenya
#1. israel

*22 #1�s*

https://t.co/gryco4furm",0
939,"@shenaz10 as the people that own the us, uk, france, also own israel and i'm clearly not talking about presidents here",1
940,"flynn was a traitor who was working as a foreign agent for turkey and selling us foreign policy to israel, russia, and saudi arabia while working for trump. trump knew this and still made him national security advisor. flynn pled guilty to lying to the fbi because he was guilty",0
941,"1. yet now hear, o jacob my servant; and israel, whom i have chosen:
2. thus saith the lord that made thee, and formed thee from the womb, which will help thee; fear not, o jacob, my servant; and thou, jesurun, whom i have chosen.
isa 44:1-2 kjv",0
942,rt @thebabylonbee: ilhan omar withdraws support from bill to save the earth after learning that�s where israel is https://t.co/xrpidhn5rt,0
943,it�s insane how the news of israel bombing gaza barely makes it to the newspapers. it�s so normalized and palestinian lives are so dehumanized by the west that they don�t even believe it�s relevant news,0
944,"israel continues to capitalise on #coronaviruspandemic distraction, using it to opportunistically destroy hundreds of hectares of agricultural land in 2 bedouin communities in the negev desert this week
ethnic cleansing
#group4palestine https://t.co/7byjmdo0bn",1
945,israel forces twitter to delete 128 pro-palestinian and/or palestinian accounts for criticising its apartheid regime and exposing its crimes https://t.co/ehjkzu2lqj,1
946,cindy and craig corrie demand that israel #endthegazablockade and urge everyone to  #spreadsolidarity https://t.co/laorwtgkvu,0
947,israel morocco agree https://t.co/dg52dowka1 to normalise relations in usa brokered https://t.co/pr3equk3bb deal al jazeera https://t.co/8lhizvamfo,0
948,"a mentor to justin and chrystia!! wow, canada is in great hands ??. explains justin�s betrayal of israel at the un, no? @cpc_hq",0
949,"hebrew bible, gift for soldiers #zahal idf #judaica israel 1993, with dedication https://t.co/olnuup5kvr    #booksandzines #book #blue #white #bookinhebrew #vintagehebrewbook #theholybible #jewishbible #oldtestament #idf https://t.co/0c0fgoh4gt",0
950,rt @zerohedge: israel unveils�breakthrough aerial 'laser sword' missile intercept system https://t.co/tcoipxqcmm,0
951,"isa 63:7�i will recount the gracious deeds of the lord, the praiseworthy acts of the lord, according to all the lord has done for us� yes, the great goodness to the house of israel that he has�granted them according to his mercy, according to the abundance of his gracious love",0
952,"and he said, it is a light thing that thou shouldest be my servant to raise up the tribes of jacob, and to restore the preserved of israel: i will also give thee for a light to the gentiles, that thou mayest be my salvation unto the end of the earth.
isaiah 49:6 kjv",0
953,"@know_more_news @london19721 i �think� the statement means that israel relies on america for supply of equipment (weapons) but that israel, will utilise that equipment to defend itself (by itself). could be wrong though? ",0
954,"the bbc and the premier league have banned blm inc bc of their anti-semitism, opposition to israel. if the governments of bahrain and uae can support israel shouldn't america's sports leagues? why are we being quiet about supporting anti-semitism in the usa? #abrahamaccords",0
955,"6yr-old palestinian girl &amp; a teenager injured as israel strikes a children's hospital, a handicapped centre, a stadium, mosque and several homes https://t.co/j2vvtxm0nd",0
956,"not a single reporter asked @kayleighmcenany about the historic peace deals between israel, bahrain, and the uae that were signed yesterday at the white house brokered by president trump. https://t.co/zextyt0a9o",0
957,israel takes 3 palestinian students hostage from bir zeit campus: there are 80 others jailed from this university alone for being high achievers https://t.co/ibev3lqhst,0
958,israel has been bombing gaza for 8 consecutive nights! the silence from the media and  international community is shameful #gazaunderattack,0
959,@akbarsahmed you trust them ? they regret nothing !! watch biden he will have to dance the way his zionist masters want him to dance every usa president is a puppet of the facist zionist lobby ! biden and a harris have both given there full support for facist israel  ,1
960,"whether you agree or disagree with their opinion on israel, it is clear that #blacklivesmatteruk is just a front for a self-serving far left political organisation. https://t.co/ur3kvho2cf",0
961,3/ the uae's recognition of israel is a big deal. i fully support the abraham accords. but there was no invisible ink in that deal that obligated the united states to compromise our own security by selling wildly lethal weapons in the middle east,0
962,"if pakistan is allied to china, why can�t uae be allied to israel? why the outrage for the latter but not the former? 

double standards",0
963,newsreal is a app of israel news it is a good app and has many inspirational quotes and verses from the bible and tells you all about the state of israel god bless my friends++++,0
964,@rotemeren @eylonalevy i think you mean king hussein as clinton got israel a deal with jordan. one that didn't include significant inducements from the us or either parties for the deal to happen,0
965,@beth_alize being anti israel doesn't makes you anti semitic or holocaust revisionist! they are all very different issues,0
966,"very depressing state of affairs, where biden can roll back some of trump &amp; co's disastrous approach to israel, but probably won't risk the backlash. @mairavz's latest in @jewishcurrents: https://t.co/p8l6d1dgpz",0
967,"20,000 call on #netanyahu to resign as #jerusalem protests enter tenth week - israel news - https://t.co/twnkjwtfk2

parallel demonstrations held in caesarea, 315 junctions throughout country, 18 cities around the world ? 2,000 march through jerusalem. https://t.co/c8zmb2ddok",0
968,"next time you hear erdogan supporting palestine remember that:

- israel is one of turkey�s top trading partners

- turkey is part of pro-israel nato and conducts military training with israel

- turkey and israel are occupying/fighting syria, the last arab pro-palestine cradle",0
969,"arabs in israel:

??have the same rights as jews

??ride the same buses

??go to the same schools

??go to the same hospitals

??are elected to parliament

??serve as judges

??fight in the military

israel isn't an apartheid state.

it's a beacon of democracy in the middle east",0
970,@middleeasteye this is the only real problem i have with joe &amp; kamala. they are zionists and support israel,0
971,"watch israel united in christ's broadcast: truth be told: the come famine of babylon: the burden of egypt

https://t.co/yrxezpwa6b",0
972,"this is another 2 palestinian homes to add to the other 50,000 that israel have demolished since 1967.  decades of ethnic cleansing carried out with impunity. https://t.co/kati6ougma",0
973,"some infosec drama in israel as local law enforcement has searched today the residence of a cybellum employee looking for evidence that he/she attempted to hack rival company vdoo

https://t.co/u5vuk1b3vl",0
974,this disgusting greedy corrupted mysoganistic pig @netanyahu must be voted out of israel people vote @gantzbe tell @presidentruvi it's time for devious @netanyahu to go today,0
975,"breaking: the health ministry announced the 29th confirmed case of #coronavirus in israel on sunday evening.
a 40-year-old man from central #israel was diagnosed and is currently in quarantine.
https://t.co/iiwxtnzgbl",0
976,"@eyad1949 @reuters yes israel is a sovereign state, but us government under trump era is subjugating to bibi ",0
977,"philip weiss: the role of jewish democrats in bill that could imprison israel boycotters for 20 years - who really runs the us, the american people? or...??? https://t.co/khx8anj2ex",1
978,"over 80% of #conservativemp's &amp; #blairitemp's are friends of israel .many are paid agents for israel ! 

ask.... who are the friends if #uk #britain ",1
979,roots is witnessing increasing demand for the #rzto technology in israel as well as in multiple international markets. $roo has an established an in-country supply chain which can fulfil any orders from potential customers quickly and efficiently. https://t.co/jrdweigbue #asx,0
980,israel moves in to maliciously demolish two community halls in the palestinian hamlet of hammamat al-maleh in the jordan valley #bds https://t.co/qmgkllvfsn,0
981,reports that israel has executed 3 young palestinian men from gaza who were trying to squeeze through the perimeter fence #stopisrael https://t.co/9ycyj4td0n,0
982,incarcerated by israel for 13yrs for seeking freedom � the man who said 'prisoners are living martyrs' &amp; 'israeli jails are graves for the living� https://t.co/7gqvqzybbv,0
983,"belarusian people are very disappointed with the decision of israel to present diplomatic credentials to a. lukashenka, which was already shown by lukashenka�s propaganda as a victory and a sign of legitimization of lukashenka�s regime, and all horrible atrocities it commits",0
984,"rt @norbertelekes: new: israel reports 689 new cases of coronavirus, 6,857 cases in total.

including the health minister and his wife",0
985,"israel is comparable to nazi germany, it�s similar to the confederacy, it�s similar to apartheid south africa. israel must be destroyed and palestinians have the right to destroy it by any means necessary",1
986,@shaistasalam1 @40_ronda what has israel got to do with it? suspicious accusation if you ask me,0
987,reporter accrues sufficient evidence to accuse the state of israel of deliberately goading palestinian children &amp; murdering them for sport https://t.co/jveqiqyovj,1
988,greece and israel sign joint declaration on energy cooperation in jerusalem | https://t.co/mxqe9jqfhy - tornos news international edition https://t.co/liz7fsl8fn,0
989,"nigerians shouldn't let overzealous religion hamper public safety from coronavirus. saudi arabia, israel, the vatican, others have restricted religious congregation. science is part of god's creation.  let's take medical precautions, and observe social distance while we pray",0
990,"@tokyotom2020 @marxistbastard @lund_bear you�re so manipulated by the media and don�t know what you�re talking about. context? 70 years of being bombed, killed and raped by israel while taking everything they have. and when palestine retaliate in the slightest, they�re �evil�",1
991,"obama/biden gave pallets of cash to the largest state sponsor of terror, abandoned israel, and allowed chinese aggression to go unchecked.

president trump is standing up to our adversaries while securing peace deals and putting america first",0
992,"@rl50031 @lordlindley @lewis_goodall @bbc that�s why i believe in israel a tiny nation with many different denominations inc arabs christians etc 
always under threat from the massive nations surrounding it..
much propaganda from msm blaming israel when they strike back,
if they didn�t israel would no longer exist",0
993,"now playing at radio inna babylon : friday evening,   from the artist :
israel vibration
listen live :
https://t.co/972yqiypa8",0
994,"spot the difference:

benjamin netanyahu enforces a 14-day quarantine for all new arrivals to israel; leftists shout �racist�.

jacinda ardern announces the exact same thing for new zealand; leftists praise her as a �hero�.

excuse my confusion",0
995,"china�s ambassador to israel found dead in his official residence
https://t.co/uxbce6s4gt",0
996,now playing on  cross radio: promise keeper by israel houghton f./travis greene! tune in to great christian and spiritual songs and earn money while listening at https://t.co/js8vcvrx5s,0
997,"history is being written by israel and the uae today, in the normalization of their relations. congratulations to courageous leaders in this journey toward middle east peace! https://t.co/i2zapta80l",0
998,watch: moments of terror caught on video as 20 rockets were fired from gaza toward southern israel. thousands of innocent families ran for shelter. at least 10 rockets were intercepted by iron dome. #israelunderattack  #israelunderfire https://t.co/7piwj6z5eb,0
999,rt @queeralamode: this is what israel did to beirut in 2006: https://t.co/giapucpqez,0
1000,"-- facilitating, training, and equipping anti-pakistan elements with ammunition. christine fair of rand cooperation has validated india-israel ties against destabilizing pakistan.
india-israel have also established pseudo-madrasas in india which are run by raw and mossad agents--",0
1001,@thenanapoku he was an israelite from israel and he was with them singing c-sharp,0
1002,"psalms 68:35 "" you are awesome, o god, in your sanctuary; the god of israel gives power and strength to his people. praise be to god!""",0
1003,"lrt... i feel like publishing really needs an education on palestine and israel. 

it's especially disheartening to see a palestinian author approach this with so much care and diplomacy�despite her pain�and be ignored in such a way",0
1004,rt @bostonglobe: testing accelerated for covid-19 vaccine developed by beth israel and johnson &amp; johnson https://t.co/zv89tvoxmv,0
1005,today�s announcement that bahrain and israel will establish full diplomatic relations is yet another historic breakthrough secured by @realdonaldtrump. it takes an outsider to accomplish what no other president has been able to do,0
1006,almost time for the main fight israel vs costa....naijaaaaaa ????all the way??#ufc253,0
1007,watch the #un secretary general @antonioguterres commending israel and the palestinian authority for their joint efforts to minimize the spread of #coronavirus in judea &amp; samaria and prevent its outbreak in the #gaza strip. https://t.co/r4whcjbfxi,0
1008,rt @sabineshouman: also israel in 2006: https://t.co/yk9zmrgh7s,0
1009,@hsajwanization all gentiles for israel. victory smile,0
1010,it never ceases to astound me that people expect palestinians to have good feelings about the state of israel. why in the world wouldn�t palestinian people feel hostility towards israel,0
1011,"@mmpadellan @meidas_kelly you forgot turkey, saudi arabia, and israel",0
1012,what an honor to stand next to the prime minister of israel and greet hundreds of jews from the once lost tribe of dan in ethiopia to their new home. ???? #israel #ethiopia https://t.co/b4vvpamfk0,0
1013,"in 2019, israel *banned* both @rashidatlaib &amp; @ilhanmn � 2 members of the us congress which gives israel billions � from entering because of their support for boycott and sanctions.

israel�s supporters poured huge $$ into defeating them, &amp; got destroyed:

https://t.co/zke6l4eo1k",0
1014,@icecube israel ???? hmmmm,0
1015,"@talkradio if it were made about israel, there�d be howls of �antisemitism!!� so yes, it was racist",0
1016,gal gadot is the u.s. ambassador israel doesn�t deserve https://t.co/dplkryxhid,0
1017,"labor will always be a strong supporter of israel, but we oppose annexation of any part of the west bank. it would weaken the viability of a future palestinian state, undermine a two-state solution, violate international law &amp; risk destabilising the region https://t.co/jaql3ejesi",0
1018,"@realdonaldtrump as long as america is totally biased to israel, and owned by the zionist lobby, it would never become great again",1
1019,"u.n. rights chief michelle bachelet calls on israel to halt ""illegal"" plans to annex part of palestinian territory in west bank - @reuters",0
1020,"@jimbowey1 @yosefyisrael25 @demopj @nytimes but when israel commits terror, the world goes blind ",0
1021,"in just 2 weeks, israel demolished or seized 25 palestinian-owned homes or buildings, displacing 32 palestinian people &amp; impacting 160 https://t.co/ak3xftxsq6",0
1022,nowplaying psa - support israel :: tune in: https://t.co/rgmyvvaxsc,0
1023,@katieteresi @briteresi go to israel maybe or portugal,0
1024,"earlier tonight, rockets were fired from gaza into israel. 

in response, our air force just struck hamas terror targets in gaza, including a military compound used to store rocket ammunition.

we will continue to operate against any attempts to harm israeli civilians",0
1025,"breaking: israel is now introducing quarantine for all people entering the country.

the quarantine is for 14 days and even israeli citizens must be quarantined when entering the country.

why didn't we do this a month ago",0
1026,israel has been bombing gaza for 8 consecutive nights! the silence from the media and  international community is shameful #gazaunderattack,0
1027,"breaking: trump announces 'historic peace agreement' between israel, uae. more soon on https://t.co/9o3ihggvjd https://t.co/pm0k3lox4x",0
1028,"rt @amichaistein1: #breaking: #bahrain will normalize ties with israel, bahrain crown prince will be in dc monday, officials confirm to me",0
1029,"@meghanmccain it was more idealistic before imperialism created israel, ironically. we need to oppose israel's invasion of palestine and hope that they can resolve their own conflict. there is no incentive for israel to treat palestine fairly as long as the us backs israel unconditionally",0
1030,"@ricardo_hausman @deanna4congress ricardo hausmann = grima wormtongue. 
israel says, soros ""...continuously undermines israel�s democratically elected governments, and defames the jewish state and seeks to deny it the right to defend itself�",0
1031,"israel bombed gaza last night for the 14th day in a row, in the middle of a global pandemic.

still no coverage from rte, bbc and the world media.

they don�t want to show the world what�s going on, so you have to. please retweet.

#gazaunderattack #palestinianlivesmatter https://t.co/klhvafnsq9",0
1032,"breaking:

president trump is nominated for the nobel peace prize following the peace deal he brokered between israel and the uae

rt if he deserves the peace prize more than obama ever did",0
1033,"prime minister imran khan has categorically said that pakistan could not recognise israel as a state unless it gave freedom to palestine.

#pakforeignpolicyforpeace 
@team4pakistan",1
1034,live update: 18 new immigrants from north america arrive in israel amid pandemic https://t.co/h04mspppp6,0
1035,"as palestinians mobilize to fight #covid19, israel continues to steal land to build illegal settlements in the occupied palestinian territory. 

#bds campaigns that hold israel to account for violating palestinian rights are more vital than ever. #spreadsolidarity https://t.co/o40ncbea9s",0
1036,"god bless the united states of america. ????

we pray for you here in israel. https://t.co/6xm96xgsn3",0
1037,i�m so sick of trisha paytas this is beyond disgusting. wearing an idf shirt and hat for a jewish holiday is so wrong and gross in so many different ways. free palestine and don�t let people conflate judaism with being pro israel https://t.co/jgrd8qb245,0
1038,"india's defence policy has gained global acceptance. the whole world agrees that after usa &amp; israel if there is any other country that is able to protect its borders, it is india: home minister amit shah https://t.co/5kbchd7ro9",0
1039,the west bank and the gaza strip are abysmally different from the u.s. or italy. there is a stark difference in their ability to face the coronavirus. the palestinians are oppressed by the israel occupation. #savegazafromcorona #endgazasiege #act4palestine,0
1040,john kerry lecturing us about foreign policy on the day sudan announced it is making peace with israel ... trump's foreign policy has been a triumph and saved the middle east from obama-biden's horrific iran deal #dnc,0
1041,this is crazy. someone please help me find israel rodriguez and the elderly women in this video. would love to help them get back on their feet. ,0
1042,rt @arthurpark60: very simple but powerful tract design to evangelize covenant people of israel. (136mm x 96mm) https://t.co/w2ryapiwsm,0
1043,"rt @billstill: 2989, israel pharma donates 10 m doses of hcq to us, 2989
 march 21, 2020 
by bill still
https://t.co/dwfbmu0nkc",0
1044,ultra-orthodox enclave in israel opens to outsiders to fight a virus https://t.co/ihzqtxtz4d,0
1045,"trump has a �peace plan,� but his mideast policies may be bad news for israel https://t.co/ehld3podac via @thedailybeast",0
1046,"he went rogue and left the cia. before his death, he talked about the us�s aggression towards muslim countries and their solidarity with israel killing palestinians. and then they killed him and invaded the middle east, killed a bunch of people and kind of proved him right",0
